CONTA;NATUREZA DO SALDO
372130000;D
372130100;D
372130200;D
372130300;D
372130400;D
372130500;D
372139900;D
372140000;D
372150000;D
372200000;D
372210000;D
372220000;D
372230000;D
372240000;D
372250000;D
372300000;D
372310000;D
372320000;D
372330000;D
372340000;D
372350000;D
372900000;D
372910000;D
372910100;D
372919900;D
372920000;D
372930000;D
372940000;D
372950000;D
380000000;D
381000000;D
381100000;D
381110000;D
381120000;D
381130000;D
381140000;D
381150000;D
382000000;D
382100000;D
382110000;D
382120000;D
382130000;D
382140000;D
382150000;D
383000000;D
383100000;D
383110000;D
383120000;D
383130000;D
383140000;D
383150000;D
390000000;D
391000000;D
391100000;D
391110000;D
391120000;D
391130000;D
391140000;D
391150000;D
391200000;D
391210000;D
391220000;D
391230000;D
391240000;D
391250000;D
391300000;D
391310000;D
391320000;D
391330000;D
391340000;D
391350000;D
391400000;D
391410000;D
391420000;D
391430000;D
391440000;D
391450000;D
391500000;D
391510000;D
391520000;D
391530000;D
391540000;D
391550000;D
391900000;D
391910000;D
391920000;D
391930000;D
391940000;D
391950000;D
392000000;D
392100000;D
392110000;D
392120000;D
392130000;D
392140000;D
392150000;D
393000000;D
393100000;D
393110000;D
393200000;D
393210000;D
393300000;D
393310000;D
393400000;D
393410000;D
393900000;D
393910000;D
394000000;D
394100000;D
394110000;D
394110100;D
394110200;D
394110300;D
394119900;D
394200000;D
394210000;D
394210100;D
394210200;D
394219900;D
394300000;D
394310000;D
394310100;D
394319900;D
394320000;D
394330000;D
394340000;D
394350000;D
394400000;D
394410000;D
394410100;D
394419900;D
394420000;D
394430000;D
394440000;D
394450000;D
394900000;D
394910000;D
394920000;D
394930000;D
394940000;D
394950000;D
395000000;D
395100000;D
395110000;D
395110100;D
395110200;D
395110300;D
395110400;D
395110500;D
395110600;D
395110700;D
395110800;D
395119900;D
395120000;D
395130000;D
395140000;D
395150000;D
396000000;D
396100000;D
396110000;D
396120000;D
396130000;D
396140000;D
396150000;D
396200000;D
396210000;D
396300000;D
396310000;D
396400000;D
396410000;D
396420000;D
396430000;D
396440000;D
396450000;D
396500000;D
396510000;D
396520000;D
396530000;D
396540000;D
396550000;D
397000000;D
397100000;D
397110000;D
397120000;D
397130000;D
397140000;D
397150000;D
397200000;D
397210000;D
397220000;D
397230000;D
397240000;D
397250000;D
397300000;D
397310000;D
397320000;D
397330000;D
397340000;D
397350000;D
397400000;D
397410000;D
397420000;D
397430000;D
397440000;D
397450000;D
397500000;D
397530000;D
397540000;D
397550000;D
397600000;D
397610000;D
397700000;D
397710000;D
397720000;D
397730000;D
397740000;D
397750000;D
397900000;D
397910000;D
397920000;D
397930000;D
397940000;D
397950000;D
399000000;D
399100000;D
399120000;D
399130000;D
399140000;D
399150000;D
399200000;D
399230000;D
399240000;D
399250000;D
399300000;D
399310000;D
399320000;D
399330000;D
399340000;D
399350000;D
399400000;D
399410000;D
399420000;D
399430000;D
399440000;D
399450000;D
399500000;D
399510000;D
399520000;D
399530000;D
399540000;D
399550000;D
399600000;D
399610000;D
399620000;D
399630000;D
399631100;D
399639900;D
399640000;D
399650000;D
399700000;D
399710000;D
399720000;D
399730000;D
399900000;D
399910000;D
399920000;D
399920100;D
399920200;D
399929900;D
399930000;D
399940000;D
399950000;D
400000000;C
410000000;C
411000000;C
411100000;C
411110000;C
411120000;C
411130000;C
411140000;C
411150000;C
411200000;C
411210000;C
411210100;C
411210200;C
411210300;C
411210301;C
411210302;C
411210400;C
411210500;C
411210600;C
411219700;D
411219900;C
411220000;C
411230000;C
411240000;C
411250000;C
411300000;C
411310000;C
411310100;C
411310200;C
411310300;C
411310400;C
411319700;D
411319900;C
411320000;C
411330000;C
411340000;C
411350000;C
411400000;C
411410000;C
411420000;C
411430000;C
411440000;C
411450000;C
411900000;C
411910000;C
411920000;C
411930000;C
411940000;C
411950000;C
412000000;C
412100000;C
412110000;C
412110100;C
412110200;C
412110300;C
412110400;C
412110500;C
412110600;C
412111100;C
412111101;C
412111102;C
412111199;C
412111400;C
412111500;C
412111501;C
412111502;C
412117000;C
412117100;C
412117200;C
412119700;D
412119711;D
412119714;D
412119715;D
412119770;D
412119771;D
412119772;D
412119798;D
412119799;D
412119900;C
412120000;C
412130000;C
412140000;C
412150000;C
412200000;C
412210000;C
412210700;C
412210900;C
412217000;C
412217100;C
412217200;C
412217300;C
412217400;C
412219700;D
412219707;D
412219709;D
412219770;D
412219771;D
412219772;D
412219773;D
412219774;D
412219798;D
412219799;D
412219900;C
412220000;C
412230000;C
412240000;C
412250000;C
413000000;C
413100000;C
413110000;C
413110100;C
413119700;D
413120000;C
413130000;C
413140000;C
413150000;C
413200000;C
413210000;C
413210100;C
413219700;D
413220000;C
413230000;C
413240000;C
413250000;C
413300000;C
413310000;C
413310100;C
413319700;D
413320000;C
413330000;C
413340000;C
413350000;C
413400000;C
413410000;C
413410100;C
413419700;D
413420000;C
413430000;C
413440000;C
413450000;C
413900000;C
413910000;C
413910100;C
413919700;D
413920000;C
413930000;C
413940000;C
413950000;C
420000000;C
421000000;C
421100000;C
421110000;C
421110200;C
421110201;C
421110202;C
421110203;C
421110204;C
421110205;C
421110206;C
421110299;C
421110300;C
421110400;C
421119700;D
421119701;D
421119702;D
421119900;C
421120000;C
421120100;C
421120101;C
421120102;C
421120199;C
421120300;C
421120400;C
421129700;D
421129701;D
421129900;C
421130000;C
421130100;C
421130101;C
421130102;C
421130199;C
421139700;D
421139701;D
421139900;C
421140000;C
421140100;C
421140101;C
421140102;C
421140199;C
421149700;D
421149701;D
421149900;C
421150000;C
421150100;C
421150101;C
421150102;C
421150199;C
421159700;D
421159701;D
421159900;C
421200000;C
421210000;C
421220000;C
421230000;C
421240000;C
421250000;C
421300000;C
421310000;C
421320000;C
421330000;C
421340000;C
421350000;C
421400000;C
421410000;C
421420000;C
421430000;C
421440000;C
421450000;C
421500000;C
421510000;C
421520000;C
421530000;C
421540000;C
421550000;C
421600000;C
421610000;C
421620000;C
421630000;C
421640000;C
421650000;C
421900000;C
421910000;C
421920000;C
421930000;C
421940000;C
421950000;C
422000000;C
422100000;C
422110000;C
422120000;C
422130000;C
422140000;C
422150000;C
423000000;C
423100000;C
423110000;C
423110100;C
423120000;C
423150000;C
424000000;C
424100000;C
424110000;C
424120000;C
424130000;C
430000000;C
431000000;C
431100000;C
431110000;C
431110100;C
431111100;C
431111101;C
431111102;C
431111103;C
431111199;C
431111200;C
431111201;C
431111202;C
431111203;C
431111204;C
431111205;C
431111206;C
431111207;C
431111208;C
431111209;C
431111210;C
431111299;C
431111300;C
431111400;C
431111401;C
431111402;C
431111403;C
431111404;C
431111405;C
431111499;C
431111500;C
431111599;C
431111600;C
431119900;C
431120000;C
431130000;C
431140000;C
431150000;C
431900000;D
431910000;D
431919700;D
431919701;D
431919702;D
431919703;D
431919705;D
431919706;D
431919707;D
431919708;D
431919900;D
431920000;D
431930000;D
431940000;D
431950000;D
432000000;C
432100000;C
432110000;C
432120000;C
432130000;C
432140000;C
432150000;C
432900000;D
432910000;D
432919700;D
432919701;D
432919702;D
432919703;D
432919704;D
432919705;D
432919706;D
432919707;D
432919708;D
432919900;D
432920000;D
432930000;D
432940000;D
432950000;D
433000000;C
433100000;C
433110000;C
433110100;C
433110200;C
433110300;C
433110400;C
433110500;C
433110600;C
433110700;C
433110800;C
433110900;C
433111000;C
433111100;C
433111200;C
433111300;C
433111400;C
433111500;C
433111600;C
433111700;C
433111800;C
433111900;C
433112000;C
433112100;C
433112200;C
433112300;C
433112400;C
433112500;C
433112600;C
433112700;C
433112800;C
433112900;C
433113000;C
433113100;C
433113200;C
433113300;C
433113400;C
433113500;C
433113600;C
433113700;C
433113800;C
433113900;C
433114000;C
433114100;C
433114200;C
433114300;C
433114400;C
433114500;C
433114600;C
433114700;C
433114800;C
433114900;C
433115000;C
433115100;C
433115200;C
433115300;C
433115400;C
433115500;C
433115600;C
433115700;C
433115800;C
433115900;C
433116000;C
433116100;C
433119800;C
433119900;C
433120000;C
433120100;C
433120200;C
433120300;C
433120400;C
433120500;C
433120600;C
433120700;C
433120800;C
433120900;C
433121000;C
433121100;C
433121200;C
433121300;C
433121400;C
433121500;C
433121600;C
433121700;C
433121800;C
433121900;C
433122000;C
433122100;C
433122200;C
433122300;C
433122400;C
433122500;C
433122600;C
433122700;C
433122800;C
433122900;C
433123000;C
433123100;C
433123200;C
433123300;C
433123400;C
433123500;C
433123600;C
433123700;C
433123800;C
433123900;C
433124000;C
433124100;C
433124200;C
433124300;C
433124400;C
433124500;C
433124600;C
433124700;C
433124800;C
433124900;C
433125000;C
433125100;C
433125200;C
433125300;C
433125400;C
433125500;C
433125600;C
433125700;C
433125800;C
433125900;C
433126000;C
433126100;C
433129700;C
433129800;C
433129900;C
433130000;C
433140000;C
433150000;C
433900000;D
433910000;D
433910100;D
433910200;D
433910300;D
433910500;D
433910600;D
433910700;D
433910900;D
433911000;D
433919900;D
433920000;D
433930000;D
433940000;D
433950000;D
440000000;C
441000000;C
441100000;C
441110000;C
441110100;C
441110200;C
441119900;C
441120000;C
441130000;C
441140000;C
441150000;C
441200000;C
441210000;C
441220000;C
441230000;C
441240000;C
441250000;C
441300000;C
441310000;C
441320000;C
441330000;C
441340000;C
441350000;C
441400000;C
441410000;C
442000000;C
442100000;C
442110000;C
442120000;C
442130000;C
442140000;C
442150000;C
442200000;C
442210000;C
442300000;C
442310000;C
442320000;C
442330000;C
442340000;C
442350000;C
442400000;C
442410000;C
442410100;C
442410200;C
442410300;C
442410400;C
442410500;C
442410600;C
442410700;C
442410800;C
442410900;C
442411000;C
442411100;C
442411300;C
442411400;C
442411500;C
442411600;C
442419700;D
442419900;C
442420000;C
442430000;C
442440000;C
442450000;C
442500000;C
442510000;C
442520000;C
442520100;C
442520101;C
442520102;C
442520199;C
442520200;C
442520201;C
442520202;C
442520299;C
442529900;C
442530000;C
442540000;C
442550000;C
442600000;C
442610000;C
442620000;C
442630000;C
442640000;C
442650000;C
442900000;C
442910000;C
442920000;C
442930000;C
442940000;C
442950000;C
443000000;C
443100000;C
443110000;C
443110100;C
443110200;C
443119900;C
443120000;C
443130000;C
443130100;C
443130200;C
443140000;C
443140100;C
443140200;C
443150000;C
443150100;C
443150200;C
443200000;C
443210000;C
443210100;C
443210200;C
443300000;C
443310000;C
443310100;C
443310200;C
443319900;C
443320000;C
443330000;C
443330100;C
443330200;C
443340000;C
443340100;C
443340200;C
443350000;C
443350100;C
443350200;C
443400000;C
443410000;C
443410100;C
443410200;C
443500000;C
443510000;C
443510100;C
443510200;C
443520000;C
443520100;C
443520200;C
443530000;C
443530100;C
443530200;C
443540000;C
443540100;C
443540200;C
443550000;C
443550100;C
443550200;C
443900000;C
443910000;C
443910100;C
443910101;C
443910102;C
443910170;C
443910199;C
443919900;C
443920000;C
443930000;C
443930100;C
443930101;C
443930102;C
443930170;C
443930171;C
443930199;C
443930200;C
443940000;C
443940100;C
443940200;C
443950000;C
443950100;C
443950200;C
444000000;C
444100000;C
444110000;C
444120000;C
444130000;C
444140000;C
444150000;C
445000000;C
445100000;C
445110000;C
445200000;C
445210000;C
445220000;C
446000000;C
446100000;C
446110000;C
446120000;C
446130000;C
446140000;C
446150000;C
446200000;C
446210000;C
446220000;C
446230000;C
446240000;C
446250000;C
448000000;C
448100000;C
448110000;C
449000000;C
449100000;C
449110000;C
449120000;C
449130000;C
449140000;C
449150000;C
450000000;C
451000000;C
451100000;C
451120000;C
451120100;C
451120200;C
451120300;C
451120400;C
451120500;C
451120800;C
451120900;C
451129900;C
451200000;C
451220000;C
451220100;C
451220101;C
451220103;C
451220199;C
451220200;C
451220201;C
451220202;C
451220203;C
451220204;C
451220205;C
451220206;C
451220207;C
451220299;C
451220900;C
451229900;C
451300000;C
451320000;C
451320100;C
451320101;C
451320102;C
451320199;C
451320200;C
451320201;C
451320202;C
451320203;C
451320204;C
451320205;C
451320206;C
451320299;C
451329900;C
451400000;C
451420000;C
451420100;C
451420101;C
451420102;C
451420199;C
451420200;C
451429900;C
451500000;C
451520000;C
452000000;C
452100000;C
452110000;C
452130000;C
452130100;C
452130200;C
452130300;C
452130400;C
452130500;C
452130600;C
452130700;C
452130800;C
452130900;C
452131000;C
452131100;C
452139900;C
452140000;C
452140100;C
452140200;C
452140300;C
452140400;C
452140500;C
452140600;C
452149900;C
452200000;C
452230000;C
452240000;C
452300000;C
452310000;C
452330000;C
452330100;C
452330200;C
452330300;C
452330400;C
452339900;C
452340000;C
452340100;C
452340200;C
452340300;C
452340400;C
452349900;C
452350000;C
452350100;C
452350200;C
452350300;C
452350400;C
452359900;C
452400000;C
452410000;C
452430000;C
452440000;C
452450000;C
453000000;C
453100000;C
453110000;C
453110100;C
453110200;C
453119900;C
453200000;C
453210000;C
453210100;C
453210200;C
453219900;C
454000000;C
454100000;C
454110000;C
454119900;C
455000000;C
455100000;C
455110000;C
456000000;C
456100000;C
456110000;C
457000000;C
457100000;C
457130000;C
457130100;C
457130200;C
457130300;C
457130400;C
457130500;C
457130600;C
457139900;C
457140000;C
457140100;C
457140200;C
457140300;C
457140400;C
457140500;C
457140600;C
457149900;C
457150000;C
457150100;C
457150200;C
457150300;C
457150400;C
457150500;C
457150600;C
457159900;C
457200000;C
457210000;C
457210100;C
457210200;C
457210300;C
457210400;C
457210500;C
457210600;C
457219900;C
458000000;C
458100000;C
458110000;C
459000000;C
459100000;C
459110000;C
459110100;C
459119900;C
459120000;C
459130000;C
459140000;C
459150000;C
460000000;C
461000000;C
461100000;C
461110000;C
461110100;C
461110101;C
461110102;C
461110103;C
461110104;C
461110105;C
461110106;C
461110107;C
461110108;C
461110109;C
461110110;C
461110199;C
461110200;C
461110201;C
461110202;C
461110203;C
461110204;C
461110205;C
461110206;C
461110299;C
461110300;C
461110400;C
461200000;C
461210000;C
461700000;C
461710000;C
461710700;C
461710800;C
461900000;C
461910000;C
462000000;C
462100000;C
462110000;C
462110100;C
462110200;C
462110300;C
462119900;C
462120000;C
462200000;C
462210000;C
462210100;C
462210101;C
462210102;C
462210103;C
462210104;C
462210105;C
462210107;C
462210108;C
462210109;C
462210110;C
462210199;C
462210200;C
462210201;C
462210202;C
462210203;C
462210299;C
462219700;D
462219701;D
462219702;D
462300000;C
462310000;C
462310100;C
462310200;C
462310300;C
462319900;C
462900000;C
462910000;C
463000000;C
463100000;C
463110000;C
463200000;C
463210000;C
463300000;C
463310000;C
463400000;C
463410000;C
463900000;C
463910000;C
463920000;C
463930000;C
463940000;C
463950000;C
464000000;C
464100000;C
464110000;C
464120000;C
464130000;C
464140000;C
464150000;C
465000000;C
465100000;C
465110000;C
465110100;C
465110200;C
465110300;C
465110500;C
465119900;C
465120000;C
465120100;C
465120200;C
465120300;C
465120500;C
465129900;C
465130000;C
465130100;C
465130200;C
465130300;C
465130500;C
465139900;C
465140000;C
465140100;C
465140200;C
465140300;C
465140500;C
465149900;C
465150000;C
465150100;C
465150200;C
465150300;C
465150500;C
465159900;C
465200000;C
465210000;C
465210100;C
465210101;C
465210102;C
465210103;C
465210104;C
465210105;C
465210106;C
465210107;C
465210108;C
465210109;C
465210110;C
465210199;C
465210200;C
465210201;C
465210202;C
465210203;C
465210204;C
465210205;C
465210206;C
465210299;C
465210300;C
465210400;C
465210500;C
465300000;C
465310000;C
465310100;C
465310200;C
465310300;C
465310400;C
465319900;C
466000000;C
466100000;C
466110000;C
466110100;C
466110101;C
466110102;C
466110103;C
466110104;C
466110105;C
466110106;C
466110107;C
466110108;C
466110109;C
466110110;C
466110199;C
466110200;C
466110201;C
466110202;C
466110203;C
466110204;C
466110205;C
466110206;C
466110299;C
490000000;C
491000000;C
491100000;C
491110000;C
491110100;C
491119900;D
491120000;C
491130000;C
491140000;C
491150000;C
492000000;C
492100000;C
492110000;C
492120000;C
492130000;C
492140000;C
492150000;C
492200000;C
492210000;C
492220000;C
492230000;C
492240000;C
492250000;C
493000000;C
493100000;C
493110000;C
493200000;C
493210000;C
493300000;C
493310000;C
493400000;C
493410000;C
493900000;C
493910000;C
495000000;C
495100000;C
495110000;C
495120000;C
495130000;C
495140000;C
495150000;C
497000000;C
497100000;C
497110000;C
497110100;C
497110200;C
497110300;C
497110400;C
497110500;C
497110600;C
497119900;C
497120000;C
497130000;C
497140000;C
497150000;C
497200000;C
497210000;C
497210100;C
497210200;C
497210300;C
497219900;C
497220000;C
497230000;C
497240000;C
497250000;C
499000000;C
499100000;C
499120000;C
499130000;C
499140000;C
499150000;C
499200000;C
499230000;C
499240000;C
499250000;C
499300000;C
499310000;C
499320000;C
499330000;C
499340000;C
499350000;C
499400000;C
499410000;C
499420000;C
499430000;C
499440000;C
499450000;C
499500000;C
499510000;C
499520000;C
499530000;C
499540000;C
499550000;C
499600000;C
499610000;C
499610100;C
499610200;C
499610300;C
499620000;C
499630000;C
499640000;C
499650000;C
499800000;C
499820000;C
499820100;C
499820101;C
499820102;C
499820103;C
499820199;C
499900000;C
499910000;C
499920000;C
499920200;C
499929900;C
499930000;C
499940000;C
499950000;C
500000000;D
510000000;D
511000000;D
511100000;D
511200000;C/D
512000000;D
512100000;D
512110000;D
512120000;D
512200000;D
512210000;D
512220000;D
520000000;D
521000000;D
521100000;D
521110000;D
521120000;C
521120100;C
521120101;C
521120102;C
521120200;C
521129900;C
521190000;D
521200000;C/D
521210000;D
521210100;D
521210200;D
521210300;C
521210301;C
521210302;C
521210400;C
521219900;C
521280000;D
521290000;C
522000000;D
522100000;D
522110000;D
522110100;D
522110200;D
522110201;D
522110209;C
522119900;D
522120000;D
522120100;D
522120200;D
522120201;D
522120202;D
522120203;D
522120300;D
522120301;D
522120302;D
522120303;D
522130000;D
522130100;D
522130200;D
522130300;D
522130400;D
522130500;D
522130600;D
522130700;D
522130900;C
522139900;C/D
522190000;C/D
522190100;D
522190101;D
522190109;C
522190200;D
522190201;D
522190209;C
522190400;C
522199900;C
522200000;D
522210000;D
522210100;D
522210200;D
522210900;D
522210901;D
522210909;C
522219900;D
522220000;D
522220100;D
522220101;D
522220109;C
522220200;D
522220201;D
522220209;C
522220900;D
522220901;D
522220909;C
522229900;D
522290000;D
522290100;D
522290200;D
522299900;D
522300000;D
522310000;D
522900000;D
522910000;D
522910100;D
522910200;D
522910300;C
522920000;D
522920100;D
522920101;D
522920102;D
522920103;C
522920104;C
522990000;D
530000000;D
531000000;D
531100000;D
531200000;D
531600000;D
531700000;D
532000000;D
532100000;D
532200000;D
532600000;D
532700000;D
600000000;C
610000000;C
611000000;C
611100000;C
611200000;C
611300000;C
611900000;C
612000000;C
612100000;C
612200000;C
612900000;C
620000000;C
621000000;C
621100000;C/D
621200000;C
621300000;D
621310000;D
621310100;D
621310200;D
621320000;D
621330000;D
621380000;C
621390000;D
621800000;C/D
621900000;C
622000000;C
622100000;C
622110000;C
622120000;C
622120100;C
622120200;C
622129900;C
622130000;C
622130100;C
622130200;C
622130300;C
622130400;C
622130500;C
622130600;C
622130700;C
622200000;C
622210000;C
622210100;C
622210200;C
622210900;C
622210901;C
622210909;D
622219900;C
622220000;C
622220100;C
622220101;C
622220200;C
622220201;C
622220900;C
622220901;C
622220909;D
622229900;C
622290000;C
622300000;C
622310000;C
622800000;C/D
622900000;C
622910000;C
622910100;C
622910200;C
622910300;C
622920000;C
622920100;C
622920101;C
622920102;C
622920103;C
622920104;C
622920900;C
622990000;C
630000000;C
631000000;C
631100000;C
631200000;C
631300000;C
631400000;C
631500000;C
631600000;C
631700000;C
631710000;C
631720000;C
631900000;C
631910000;C
631990000;C
632000000;C
632100000;C
632200000;C
632600000;C
632700000;C
632900000;C
632910000;C
632990000;C
700000000;D
710000000;D
711000000;D
711100000;D
711110000;D
711110100;D
711110101;D
711110102;D
711110103;D
711110104;D
711110105;D
711110106;D
711110107;D
711110108;D
711110199;D
711110200;D
711110201;D
711110202;D
711110203;D
711110204;D
711110205;D
711110206;D
711110207;D
711110208;D
711110299;D
711110300;D
711110301;D
711110302;D
711110303;D
711110399;D
711110400;D
711110401;D
711110402;D
711110403;D
711110499;D
711120000;D
711120100;D
711120101;D
711120102;D
711120103;D
711120104;D
711120105;D
711120106;D
711120107;D
711120108;D
711120199;D
711120200;D
711120201;D
711120202;D
711120203;D
711120204;D
711120205;D
711120206;D
711120207;D
711120208;D
711120299;D
711120300;D
711120301;D
711120302;D
711120303;D
711120399;D
711120400;D
711120401;D
711120402;D
711120403;D
711120404;D
711130000;D
711130100;D
711130101;D
711130102;D
711130103;D
711130104;D
711130105;D
711130106;D
711130107;D
711130108;D
711130199;D
711130200;D
711130201;D
711130202;D
711130203;D
711130204;D
711130205;D
711130206;D
711130207;D
711130208;D
711130299;D
711130300;D
711130301;D
711130302;D
711130303;D
711130399;D
711130400;D
711130401;D
711130402;D
711130403;D
711130499;D
711140000;D
711140100;D
711140101;D
711140102;D
711140103;D
711140104;D
711140105;D
711140106;D
711140107;D
711140108;D
711140199;D
711140200;D
711140201;D
711140202;D
711140203;D
711140204;D
711140205;D
711140206;D
711140207;D
711140208;D
711140299;D
711140300;D
711140301;D
711140302;D
711140303;D
711140399;D
711140400;D
711140401;D
711140402;D
711140403;D
711140499;D
711150000;D
711150100;D
711150101;D
711150102;D
711150103;D
711150104;D
711150105;D
711150106;D
711150107;D
711150108;D
711150199;D
711150200;D
711150201;D
711150202;D
711150203;D
711150204;D
711150205;D
711150206;D
711150207;D
711150208;D
711150299;D
711150300;D
711150301;D
711150302;D
711150303;D
711150399;D
711150400;D
711150401;D
711150402;D
711150403;D
711150499;D
711200000;D
711210000;D
711210100;D
711210200;D
711219900;D
711220000;D
711230000;D
711240000;D
711250000;D
711300000;D
711310000;D
711310100;D
711310200;D
711310300;D
711310400;D
711310500;D
711310800;D
711311200;D
711311300;D
711319900;D
711320000;D
711330000;D
711340000;D
711350000;D
711400000;D
711410000;D
711420000;D
711430000;D
711440000;D
711450000;D
711900000;D
711910000;D
711920000;D
711930000;D
711940000;D
711950000;D
712000000;D
712100000;D
712110000;D
712110100;D
712110101;D
712110102;D
712110103;D
712110104;D
712110105;D
712110106;D
712110107;D
712110199;D
712110200;D
712110201;D
712110202;D
712110203;D
712110204;D
712110205;D
712110206;D
712110299;D
712110300;D
712110301;D
712110302;D
712110303;D
712110304;D
712110400;D
712110401;D
712110402;D
712110403;D
712110499;D
712120000;D
712120100;D
712120101;D
712120102;D
712120103;D
712120104;D
712120105;D
712120106;D
712120107;D
712120199;D
712120200;D
712120201;D
712120202;D
712120203;D
712120204;D
712120205;D
712120206;D
712120299;D
712120300;D
712120301;D
712120302;D
712120303;D
712120399;D
712120400;D
712120401;D
712120402;D
712120403;D
712120499;D
712130000;D
712130100;D
712130101;D
712130102;D
712130103;D
712130104;D
712130105;D
712130106;D
712130107;D
712130199;D
712130200;D
712130201;D
712130202;D
712130203;D
712130204;D
712130205;D
712130206;D
712130299;D
712130300;D
712130301;D
712130302;D
712130303;D
712130399;D
712130400;D
712130401;D
712130402;D
712130403;D
712130499;D
712140000;D
712140100;D
712140101;D
712140102;D
712140103;D
712140104;D
712140105;D
712140106;D
712140107;D
712140199;D
712140200;D
712140201;D
712140202;D
712140203;D
712140204;D
712140205;D
712140206;D
712140299;D
712140300;D
712140301;D
712140302;D
712140303;D
712140399;D
712140400;D
712140401;D
712140402;D
712140403;D
712140499;D
712150000;D
712150100;D
712150101;D
712150102;D
712150103;D
712150104;D
712150105;D
712150106;D
712150107;D
712150199;D
712150200;D
712150201;D
712150202;D
712150203;D
712150204;D
712150205;D
712150206;D
712150299;D
712150300;D
712150301;D
712150302;D
712150303;D
712150399;D
712150400;D
712150401;D
712150402;D
712150403;D
712150499;D
712200000;D
712210000;D
712210100;D
712210200;D
712219900;D
712220000;D
712230000;D
712240000;D
712250000;D
712300000;D
712310000;D
712310100;D
712310200;D
712310300;D
712310400;D
712310500;D
712310600;D
712310700;D
712310800;D
712310801;D
712310802;D
712310803;D
712310899;D
712310900;D
712311000;D
712311100;D
712311200;D
712311300;D
712319900;D
712320000;D
712330000;D
712340000;D
712350000;D
712400000;D
712410000;D
712420000;D
712430000;D
712440000;D
712450000;D
712900000;D
712910000;D
712920000;D
712930000;D
712940000;D
712950000;D
720000000;D
721000000;D
721100000;D
721110000;D
721120000;D
721130000;D
721140000;D
721190000;D
721200000;D
721300000;D
721900000;D
722000000;D
722100000;D
722110000;D
722110100;D
722110200;D
722119900;D
722120000;D
722120100;D
722129900;D
722190000;D
722900000;D
723000000;D
724000000;D
730000000;D
731000000;D
731100000;D
731110000;D
731110100;D
731110200;D
731110300;D
731119900;D
731120000;D
731120100;D
732000000;D
732100000;D
732110000;D
732120000;D
732190000;D
740000000;D
741000000;D
741100000;D
741110000;D
741120000;D
741130000;D
741140000;D
741150000;D
741190000;D
742000000;D
742100000;D
742110000;D
742120000;D
742130000;D
742140000;D
750000000;D
752000000;D
753000000;D
753100000;D
753200000;D
753300000;D
753400000;D
753500000;D
753600000;D
753700000;D
760000000;D
761000000;D
761100000;D
761200000;D
761300000;D
761900000;D
762000000;D
763000000;D
763100000;D
763200000;D
763300000;D
764000000;D
764100000;D
764200000;D
764600000;D
764700000;D
780000000;D
790000000;D
791000000;D
791100000;D
791110000;D
791120000;D
791130000;D
791140000;D
791150000;D
791190000;D
791200000;D
791210000;D
791220000;D
791240000;D
791250000;D
791290000;D
792000000;D
795000000;D
795100000;D
795110000;D
795120000;D
799000000;D
800000000;C
810000000;C
811000000;C
811100000;C
811110000;C
811110100;C
811110101;C
811110102;C
811110103;C
811110104;C
811110105;C
811110106;C
811110107;C
811110108;C
811110109;C
811110110;C
811110111;C
811110112;C
811110113;C
811110114;C
811110115;C
811110116;C
811110198;C
811110199;C
811110200;C
811110201;C
811110202;C
811110203;C
811110204;C
811110205;C
811110206;C
811110207;C
811110208;C
811110209;C
811110210;C
811110211;C
811110212;C
811110213;C
811110214;C
811110215;C
811110216;C
811110298;C
811110299;C
811110300;C
811110301;C
811110302;C
811110303;C
811110304;C
811110305;C
811110306;C
811110398;C
811110399;C
811110400;C
811110401;C
811110402;C
811110403;C
811110404;C
811110405;C
811110406;C
811110498;C
811110499;C
811120000;C
811120100;C
811120101;C
811120102;C
811120103;C
811120104;C
811120105;C
811120106;C
811120107;C
811120108;C
811120109;C
811120110;C
811120111;C
811120112;C
811120113;C
811120114;C
811120115;C
811120116;C
811120198;C
811120199;C
811120200;C
811120201;C
811120202;C
811120203;C
811120204;C
811120205;C
811120206;C
811120207;C
811120208;C
811120209;C
811120210;C
811120211;C
811120212;C
811120213;C
811120214;C
811120215;C
811120216;C
811120298;C
811120299;C
811120300;C
811120301;C
811120302;C
811120303;C
811120304;C
811120305;C
811120306;C
811120398;C
811120399;C
811120400;C
811120401;C
811120402;C
811120403;C
811120404;C
811120405;C
811120406;C
811120498;C
811120499;C
811130000;C
811130100;C
811130101;C
811130102;C
811130103;C
811130104;C
811130105;C
811130106;C
811130107;C
811130108;C
811130109;C
811130110;C
811130111;C
811130112;C
811130113;C
811130114;C
811130115;C
811130116;C
811130198;C
811130199;C
811130200;C
811130201;C
811130202;C
811130203;C
811130204;C
811130205;C
811130206;C
811130207;C
811130208;C
811130209;C
811130210;C
811130211;C
811130212;C
811130213;C
811130214;C
811130215;C
811130216;C
811130298;C
811130299;C
811130300;C
811130301;C
811130302;C
811130303;C
811130304;C
811130305;C
811130306;C
811130398;C
811130399;C
811130400;C
811130401;C
811130402;C
811130403;C
811130404;C
811130405;C
811130406;C
811130498;C
811130499;C
811140000;C
811140100;C
811140101;C
811140102;C
811140103;C
811140104;C
811140105;C
811140106;C
811140107;C
811140108;C
811140109;C
811140110;C
811140111;C
811140112;C
811140113;C
811140114;C
811140115;C
811140116;C
811140198;C
811140199;C
811140200;C
811140201;C
811140202;C
811140203;C
811140204;C
811140205;C
811140206;C
811140207;C
